0,1,2,3,4,5,6,7
tensor(1.1957),tensor(-0.1919),tensor(-0.2645),tensor(-0.0919),tensor(-3.7864),tensor(-3.1990),tensor(-2.1659),tensor(1.2482)
tensor(1.1949),tensor(-0.2247),tensor(-0.2239),tensor(-0.1017),tensor(-4.4133),tensor(-4.3048),tensor(-1.5594),tensor(1.3528)
tensor(1.2485),tensor(-0.0027),tensor(0.0340),tensor(-0.1075),tensor(0.4707),tensor(0.6824),tensor(-0.3110),tensor(1.3216)
tensor(1.2474),tensor(0.0007),tensor(0.0300),tensor(-0.1706),tensor(0.3309),tensor(0.3675),tensor(0.0200),tensor(0.4491)
tensor(1.2458),tensor(0.0008),tensor(-0.0731),tensor(-0.2197),tensor(-0.3013),tensor(0.0520),tensor(-0.7023),tensor(-0.5239)
tensor(1.2438),tensor(-0.0033),tensor(-0.1305),tensor(-0.2830),tensor(-0.7206),tensor(-0.2440),tensor(-1.0262),tensor(-1.0977)
tensor(1.2412),tensor(-0.0073),tensor(-0.0597),tensor(-0.3664),tensor(-0.2919),tensor(-0.1354),tensor(-0.2913),tensor(-1.2339)
tensor(1.2379),tensor(-0.0088),tensor(-0.0175),tensor(-0.4618),tensor(-0.0875),tensor(-0.0659),tensor(-0.0239),tensor(-0.5456)
tensor(1.2339),tensor(-0.0090),tensor(0.0573),tensor(-0.5282),tensor(0.0244),tensor(-0.6647),tensor(1.3843),tensor(-1.6682)
tensor(1.2295),tensor(-0.0123),tensor(-0.0100),tensor(-0.5801),tensor(-0.8400),tensor(-1.7495),tensor(1.6020),tensor(-3.0587)
tensor(1.2246),tensor(-0.0239),tensor(-0.1687),tensor(-0.6122),tensor(-2.0879),tensor(-2.6830),tensor(0.7050),tensor(-2.2747)
tensor(1.2204),tensor(-0.0419),tensor(-0.3709),tensor(-0.4240),tensor(-2.3605),tensor(-2.4771),tensor(0.2062),tensor(-1.6313)
tensor(1.2178),tensor(-0.0607),tensor(-0.5664),tensor(-0.2242),tensor(-2.3516),tensor(-1.8821),tensor(-0.4316),tensor(-1.4839)
tensor(1.2166),tensor(-0.0797),tensor(-0.6736),tensor(-0.0831),tensor(-2.3859),tensor(-1.9039),tensor(-0.2430),tensor(-1.3372)
tensor(1.2166),tensor(-0.0995),tensor(-0.8143),tensor(0.0761),tensor(-2.5701),tensor(-2.0116),tensor(-0.1273),tensor(-1.7607)
tensor(1.2178),tensor(-0.1172),tensor(-0.8844),tensor(0.2227),tensor(-1.8785),tensor(-1.1060),tensor(-0.0737),tensor(-2.1631)
tensor(1.2198),tensor(-0.1328),tensor(-0.9533),tensor(0.2706),tensor(-1.9997),tensor(-1.2211),tensor(-0.0744),tensor(-1.7208)
tensor(1.2219),tensor(-0.1486),tensor(-0.9611),tensor(0.2402),tensor(-1.9557),tensor(-1.2205),tensor(-0.1001),tensor(-0.8684)
tensor(1.2239),tensor(-0.1627),tensor(-1.0490),tensor(0.2603),tensor(-1.5765),tensor(-0.1781),tensor(-1.0529),tensor(-0.7112)
tensor(1.2258),tensor(-0.1773),tensor(-1.1156),tensor(0.2010),tensor(-2.0803),tensor(-0.5885),tensor(-1.3719),tensor(-0.1739)
tensor(1.2270),tensor(-0.1978),tensor(-1.2016),tensor(0.1173),tensor(-3.0329),tensor(-1.5823),tensor(-1.5452),tensor(0.1858)
tensor(1.2277),tensor(-0.2192),tensor(-1.1187),tensor(0.0447),tensor(-2.3170),tensor(-1.0268),tensor(-1.1292),tensor(0.5641)
tensor(1.2461),tensor(0.0036),tensor(0.0172),tensor(-0.0977),tensor(-0.0034),tensor(-0.0098),tensor(-0.0448),tensor(1.0851)
tensor(1.2450),tensor(0.0034),tensor(0.0076),tensor(-0.1678),tensor(-0.0351),tensor(-0.0283),tensor(-0.0536),tensor(0.6977)
tensor(1.2433),tensor(0.0018),tensor(-0.0403),tensor(-0.2572),tensor(-0.3607),tensor(-0.0647),tensor(-0.7458),tensor(1.6089)
tensor(1.2411),tensor(-0.0029),tensor(-0.1427),tensor(-0.3093),tensor(-0.8209),tensor(-0.0709),tensor(-1.6712),tensor(0.7502)
tensor(1.2382),tensor(-0.0140),tensor(-0.1921),tensor(-0.4089),tensor(-1.9488),tensor(-1.4969),tensor(-1.5520),tensor(1.6321)
tensor(1.2346),tensor(-0.0268),tensor(-0.2348),tensor(-0.4802),tensor(-1.2470),tensor(0.0622),tensor(-2.8676),tensor(1.2578)
tensor(1.2303),tensor(-0.0358),tensor(-0.1715),tensor(-0.5901),tensor(-1.0138),tensor(0.0384),tensor(-2.3866),tensor(2.2890)
tensor(1.2252),tensor(-0.0450),tensor(-0.2027),tensor(-0.6891),tensor(-1.2782),tensor(-0.0724),tensor(-2.7917),tensor(2.8766)
tensor(1.2194),tensor(-0.0517),tensor(-0.1887),tensor(-0.7672),tensor(-0.3961),tensor(1.3002),tensor(-3.3768),tensor(2.4634)
tensor(1.2130),tensor(-0.0539),tensor(-0.1578),tensor(-0.7821),tensor(-0.5410),tensor(0.9369),tensor(-3.0231),tensor(2.3283)
tensor(1.2071),tensor(-0.0634),tensor(-0.2785),tensor(-0.6968),tensor(-1.7669),tensor(0.3337),tensor(-4.3795),tensor(2.3121)
tensor(1.2017),tensor(-0.0802),tensor(-0.3470),tensor(-0.6614),tensor(-2.4053),tensor(-0.0283),tensor(-4.8208),tensor(1.0505)
tensor(1.1968),tensor(-0.0984),tensor(-0.2248),tensor(-0.5806),tensor(-2.1070),tensor(-0.1813),tensor(-4.0018),tensor(0.7218)
tensor(1.1923),tensor(-0.1187),tensor(-0.2031),tensor(-0.5120),tensor(-2.9815),tensor(-1.4733),tensor(-3.6267),tensor(1.2475)
tensor(1.1886),tensor(-0.1436),tensor(-0.1413),tensor(-0.4391),tensor(-3.2399),tensor(-1.9612),tensor(-3.4790),tensor(2.1106)
tensor(1.1852),tensor(-0.1678),tensor(-0.1384),tensor(-0.4169),tensor(-2.8184),tensor(-1.0182),tensor(-4.3002),tensor(2.3945)
tensor(1.1823),tensor(-0.1867),tensor(0.0634),tensor(-0.3027),tensor(-1.8903),tensor(-0.6677),tensor(-3.2765),tensor(2.6373)
tensor(1.1798),tensor(-0.2029),tensor(-0.0267),tensor(-0.3346),tensor(-2.1626),tensor(-0.4711),tensor(-4.0242),tensor(2.0428)
tensor(1.2486),tensor(-0.0008),tensor(-0.1417),tensor(-0.0486),tensor(-0.9644),tensor(-0.4772),tensor(-1.1796),tensor(-0.5340)
tensor(1.2478),tensor(-0.0054),tensor(-0.0277),tensor(-0.1494),tensor(-0.1675),tensor(-0.0226),tensor(-0.3323),tensor(0.0241)
tensor(1.2464),tensor(-0.0054),tensor(-0.0357),tensor(-0.2155),tensor(0.1587),tensor(0.5563),tensor(-0.6526),tensor(-0.4869)
tensor(1.2443),tensor(-0.0068),tensor(-0.0772),tensor(-0.3047),tensor(-0.5043),tensor(-0.1625),tensor(-0.8078),tensor(0.1262)
tensor(1.2416),tensor(-0.0078),tensor(-0.0762),tensor(-0.3617),tensor(0.1894),tensor(0.9193),tensor(-1.2208),tensor(-0.8904)
tensor(1.2384),tensor(-0.0095),tensor(-0.1640),tensor(-0.4457),tensor(-0.5873),tensor(0.3852),tensor(-1.9414),tensor(-0.4939)
tensor(1.2345),tensor(-0.0165),tensor(-0.1342),tensor(-0.5326),tensor(-1.1414),tensor(-0.8328),tensor(-0.9186),tensor(-0.3806)
tensor(1.2299),tensor(-0.0249),tensor(-0.1561),tensor(-0.6182),tensor(-0.9424),tensor(-0.2571),tensor(-1.5597),tensor(-0.1011)
tensor(1.2249),tensor(-0.0343),tensor(-0.2922),tensor(-0.5845),tensor(-1.4158),tensor(-0.3561),tensor(-2.1225),tensor(0.6148)
tensor(1.2203),tensor(-0.0481),tensor(-0.3373),tensor(-0.5822),tensor(-2.0247),tensor(-1.3187),tensor(-1.6332),tensor(1.7437)
tensor(1.2158),tensor(-0.0617),tensor(-0.4060),tensor(-0.5580),tensor(-1.3884),tensor(-0.0091),tensor(-2.5214),tensor(2.3247)
tensor(1.2117),tensor(-0.0758),tensor(-0.6050),tensor(-0.4488),tensor(-2.1223),tensor(-0.3967),tensor(-2.9595),tensor(1.6594)
tensor(1.2082),tensor(-0.0895),tensor(-0.5644),tensor(-0.4434),tensor(-1.3106),tensor(0.3774),tensor(-2.6772),tensor(2.1088)
tensor(1.2043),tensor(-0.1025),tensor(-0.5400),tensor(-0.5238),tensor(-1.9316),tensor(-0.8687),tensor(-1.9021),tensor(3.0587)
tensor(1.1998),tensor(-0.1205),tensor(-0.6116),tensor(-0.5575),tensor(-2.5966),tensor(-0.9963),tensor(-3.1839),tensor(4.1014)
tensor(1.1957),tensor(-0.1436),tensor(-0.5906),tensor(-0.4562),tensor(-3.1922),tensor(-1.4886),tensor(-3.7339),tensor(4.7947)
tensor(1.1927),tensor(-0.1700),tensor(-0.4728),tensor(-0.3166),tensor(-3.4086),tensor(-2.3030),tensor(-2.9045),tensor(4.5752)
tensor(1.1903),tensor(-0.1997),tensor(-0.4825),tensor(-0.2736),tensor(-4.0136),tensor(-3.0726),tensor(-2.6849),tensor(3.2263)
tensor(1.1885),tensor(-0.2295),tensor(-0.3577),tensor(-0.1857),tensor(-3.4303),tensor(-2.6484),tensor(-2.3999),tensor(3.4135)
tensor(1.2500),tensor(0.0011),tensor(0.0770),tensor(-0.1002),tensor(0.3404),tensor(-0.0140),tensor(0.7108),tensor(0.6088)
tensor(1.2488),tensor(-1.4766e-05),tensor(0.0129),tensor(-0.2006),tensor(-0.6058),tensor(-0.9252),tensor(0.2464),tensor(2.0627)
tensor(1.2470),tensor(-0.0076),tensor(-0.0781),tensor(-0.2486),tensor(-1.2917),tensor(-1.4697),tensor(-0.1586),tensor(0.8525)
tensor(1.2446),tensor(-0.0137),tensor(0.0146),tensor(-0.3565),tensor(-0.2353),tensor(-0.2916),tensor(-0.1102),tensor(2.0796)
tensor(1.2415),tensor(-0.0196),tensor(-0.0583),tensor(-0.4222),tensor(-1.2408),tensor(-1.4783),tensor(-0.0697),tensor(1.4723)
tensor(1.2377),tensor(-0.0276),tensor(-0.0871),tensor(-0.5155),tensor(-0.7653),tensor(-0.2430),tensor(-1.3774),tensor(2.7205)
tensor(1.2332),tensor(-0.0329),tensor(-0.0106),tensor(-0.6245),tensor(-0.5622),tensor(-0.4318),tensor(-0.6489),tensor(3.7886)
tensor(1.2279),tensor(-0.0348),tensor(0.0307),tensor(-0.6857),tensor(0.1005),tensor(0.2526),tensor(-0.4130),tensor(2.9066)
tensor(1.2227),tensor(-0.0372),tensor(0.0379),tensor(-0.5718),tensor(-0.7195),tensor(-0.7940),tensor(-0.4319),tensor(2.6086)
tensor(1.2187),tensor(-0.0427),tensor(0.0362),tensor(-0.4241),tensor(-0.6479),tensor(-0.3164),tensor(-1.1138),tensor(1.4899)
tensor(1.2159),tensor(-0.0457),tensor(0.0754),tensor(-0.2982),tensor(-0.1081),tensor(0.7456),tensor(-1.9451),tensor(1.3568)
tensor(1.2141),tensor(-0.0402),tensor(0.3454),tensor(-0.1334),tensor(1.4730),tensor(1.9413),tensor(-1.2039),tensor(2.1196)
tensor(1.2134),tensor(-0.0255),tensor(0.3605),tensor(-0.0626),tensor(2.2041),tensor(3.2051),tensor(-1.8112),tensor(0.7368)
tensor(1.2131),tensor(-0.0124),tensor(0.2564),tensor(-0.0151),tensor(0.6340),tensor(1.8515),tensor(-2.7166),tensor(1.6370)
tensor(1.2131),tensor(-0.0108),tensor(0.2848),tensor(0.0256),tensor(-0.0919),tensor(0.5214),tensor(-1.8264),tensor(0.9586)
tensor(1.2132),tensor(-0.0159),tensor(0.1367),tensor(-0.0061),tensor(-1.1268),tensor(-0.0864),tensor(-2.6594),tensor(-0.1712)
tensor(1.2130),tensor(-0.0292),tensor(0.0399),tensor(-0.0503),tensor(-2.2051),tensor(-1.2735),tensor(-2.5900),tensor(-1.5712)
tensor(1.2123),tensor(-0.0448),tensor(0.1100),tensor(-0.1237),tensor(-1.6717),tensor(-0.8783),tensor(-2.1584),tensor(-1.2320)
tensor(1.2112),tensor(-0.0543),tensor(0.2425),tensor(-0.1637),tensor(-0.7424),tensor(-0.4713),tensor(-0.9382),tensor(-1.9767)
tensor(1.2097),tensor(-0.0590),tensor(0.3523),tensor(-0.1934),tensor(-0.4352),tensor(-0.8896),tensor(0.3810),tensor(-2.5540)
tensor(1.2079),tensor(-0.0670),tensor(0.2995),tensor(-0.2508),tensor(-1.5633),tensor(-2.0717),tensor(-0.0148),tensor(-1.3349)
tensor(1.2057),tensor(-0.0795),tensor(0.2399),tensor(-0.3139),tensor(-1.5568),tensor(-1.6283),tensor(-0.6950),tensor(-2.2525)
tensor(1.2028),tensor(-0.0972),tensor(0.0769),tensor(-0.3462),tensor(-2.8530),tensor(-2.6722),tensor(-1.3821),tensor(-1.8068)
tensor(1.2005),tensor(-0.1209),tensor(0.1374),tensor(-0.2553),tensor(-3.0924),tensor(-3.8011),tensor(-0.0017),tensor(-0.5677)
tensor(1.1992),tensor(-0.1397),tensor(0.1884),tensor(-0.0672),tensor(-1.5869),tensor(-2.4564),tensor(0.9034),tensor(-1.2879)
tensor(1.1992),tensor(-0.1552),tensor(0.0355),tensor(0.0865),tensor(-2.3016),tensor(-3.2802),tensor(1.1951),tensor(-1.9281)
tensor(1.2002),tensor(-0.1731),tensor(0.0683),tensor(0.1434),tensor(-2.1607),tensor(-3.7505),tensor(2.2952),tensor(-1.6339)
tensor(1.2019),tensor(-0.1870),tensor(0.0877),tensor(0.2749),tensor(-1.3355),tensor(-3.1862),tensor(3.1280),tensor(-2.4071)
tensor(1.2037),tensor(-0.1998),tensor(0.1433),tensor(0.1647),tensor(-1.8618),tensor(-4.4923),tensor(4.1288),tensor(-1.0929)
tensor(1.2049),tensor(-0.2146),tensor(0.2101),tensor(0.1334),tensor(-1.8339),tensor(-5.2961),tensor(5.5567),tensor(-1.7194)
tensor(1.2491),tensor(0.0008),tensor(0.0183),tensor(-0.0804),tensor(0.1360),tensor(0.0098),tensor(0.3132),tensor(-0.3056)
tensor(1.2483),tensor(0.0001),tensor(-0.0764),tensor(-0.1355),tensor(-0.3095),tensor(-0.0104),tensor(-0.5666),tensor(-0.9227)
tensor(1.2470),tensor(-0.0047),tensor(-0.2110),tensor(-0.1797),tensor(-0.9049),tensor(0.0005),tensor(-1.7895),tensor(-2.0156)
tensor(1.2451),tensor(-0.0103),tensor(-0.1135),tensor(-0.2899),tensor(-0.4810),tensor(0.0090),tensor(-0.9618),tensor(-0.9861)
tensor(1.2424),tensor(-0.0181),tensor(-0.1317),tensor(-0.3886),tensor(-1.4744),tensor(-1.4645),tensor(-0.4663),tensor(-0.1607)
tensor(1.2390),tensor(-0.0252),tensor(-0.0648),tensor(-0.4716),tensor(-0.3022),tensor(0.0142),tensor(-0.6560),tensor(0.0071)
tensor(1.2348),tensor(-0.0259),tensor(-0.0290),tensor(-0.5769),tensor(0.1290),tensor(0.6124),tensor(-0.9132),tensor(1.3317)
tensor(1.2297),tensor(-0.0272),tensor(-0.0716),tensor(-0.6772),tensor(-0.4590),tensor(0.0920),tensor(-1.3012),tensor(2.4132)
tensor(1.2241),tensor(-0.0320),tensor(-0.1593),tensor(-0.7452),tensor(-0.7454),tensor(0.3022),tensor(-2.2630),tensor(1.8768)
tensor(1.2177),tensor(-0.0340),tensor(-0.0727),tensor(-0.8515),tensor(-0.1486),tensor(0.7176),tensor(-1.8125),tensor(3.0053)
tensor(1.2105),tensor(-0.0389),tensor(-0.1368),tensor(-0.9545),tensor(-1.0652),tensor(-0.2049),tensor(-2.1577),tensor(3.9127)
tensor(1.2036),tensor(-0.0500),tensor(-0.1707),tensor(-0.7394),tensor(-1.7317),tensor(-0.1521),tensor(-3.8021),tensor(4.7314)
tensor(1.1985),tensor(-0.0696),tensor(-0.3150),tensor(-0.5527),tensor(-3.1539),tensor(-1.2337),tensor(-4.5347),tensor(3.6752)
tensor(1.1946),tensor(-0.0951),tensor(-0.3567),tensor(-0.4267),tensor(-3.2175),tensor(-0.9074),tensor(-5.0734),tensor(2.9406)
tensor(1.1914),tensor(-0.1242),tensor(-0.3427),tensor(-0.3834),tensor(-4.0682),tensor(-1.8616),tensor(-5.3108),tensor(3.7485)
tensor(1.1883),tensor(-0.1612),tensor(-0.3922),tensor(-0.4128),tensor(-5.1669),tensor(-2.7292),tensor(-6.1563),tensor(4.7217)
tensor(1.1847),tensor(-0.2070),tensor(-0.4566),tensor(-0.5043),tensor(-6.2906),tensor(-3.9724),tensor(-6.1273),tensor(3.8190)
tensor(1.2523),tensor(-0.0063),tensor(-0.0329),tensor(-0.0727),tensor(-0.4798),tensor(-0.5597),tensor(-0.0265),tensor(0.0501)
tensor(1.2515),tensor(-0.0105),tensor(-0.1142),tensor(-0.1296),tensor(-0.5510),tensor(-0.0425),tensor(-1.0844),tensor(-0.5436)
tensor(1.2501),tensor(-0.0176),tensor(-0.1955),tensor(-0.2278),tensor(-1.2259),tensor(-0.3530),tensor(-2.0510),tensor(0.6956)
tensor(1.2480),tensor(-0.0286),tensor(-0.1443),tensor(-0.3000),tensor(-1.5236),tensor(-1.4362),tensor(-0.6526),tensor(-0.2417)
tensor(1.2452),tensor(-0.0460),tensor(-0.2341),tensor(-0.3974),tensor(-2.8146),tensor(-2.8266),tensor(-0.9307),tensor(0.3343)
tensor(1.2417),tensor(-0.0664),tensor(-0.1834),tensor(-0.4770),tensor(-2.3066),tensor(-2.4272),tensor(-0.5420),tensor(-0.0379)
tensor(1.2375),tensor(-0.0886),tensor(-0.2486),tensor(-0.5911),tensor(-3.2432),tensor(-3.3680),tensor(-0.9007),tensor(0.8753)
tensor(1.2323),tensor(-0.1202),tensor(-0.3853),tensor(-0.7093),tensor(-4.6436),tensor(-4.5648),tensor(-1.7386),tensor(1.0326)
tensor(1.2262),tensor(-0.1566),tensor(-0.3346),tensor(-0.8129),tensor(-4.4594),tensor(-4.6804),tensor(-1.1216),tensor(0.9229)
tensor(1.2191),tensor(-0.1934),tensor(-0.4023),tensor(-0.9557),tensor(-4.7292),tensor(-4.3492),tensor(-2.3980),tensor(2.3193)
tensor(1.2112),tensor(-0.2269),tensor(-0.3380),tensor(-1.0235),tensor(-3.6580),tensor(-3.0685),tensor(-2.4130),tensor(2.3100)
tensor(1.2484),tensor(-0.0102),tensor(-0.1706),tensor(-0.0608),tensor(-1.5835),tensor(-1.3020),tensor(-1.0387),tensor(0.0239)
tensor(1.2476),tensor(-0.0272),tensor(-0.2803),tensor(-0.1304),tensor(-2.6657),tensor(-2.2854),tensor(-1.5390),tensor(-0.4700)
tensor(1.2463),tensor(-0.0495),tensor(-0.2658),tensor(-0.2015),tensor(-2.9095),tensor(-2.9820),tensor(-0.7084),tensor(-1.6859)
tensor(1.2443),tensor(-0.0683),tensor(-0.1643),tensor(-0.2940),tensor(-1.7984),tensor(-1.8770),tensor(-0.3644),tensor(-1.2199)
tensor(1.2416),tensor(-0.0856),tensor(-0.2757),tensor(-0.3864),tensor(-2.5227),tensor(-2.1049),tensor(-1.5297),tensor(-0.8076)
tensor(1.2381),tensor(-0.1023),tensor(-0.2398),tensor(-0.4743),tensor(-1.6616),tensor(-0.8431),tensor(-2.0214),tensor(-0.2045)
tensor(1.2339),tensor(-0.1186),tensor(-0.3541),tensor(-0.5878),tensor(-2.3988),tensor(-1.0116),tensor(-3.3543),tensor(0.6148)
tensor(1.2289),tensor(-0.1335),tensor(-0.3329),tensor(-0.6280),tensor(-1.3367),tensor(0.4880),tensor(-3.6949),tensor(0.7112)
tensor(1.2243),tensor(-0.1498),tensor(-0.5784),tensor(-0.5241),tensor(-2.7252),tensor(-0.7464),tensor(-3.7628),tensor(0.7748)
tensor(1.2202),tensor(-0.1727),tensor(-0.6926),tensor(-0.5093),tensor(-3.0075),tensor(-0.7066),tensor(-4.2234),tensor(1.7532)
tensor(1.2162),tensor(-0.2021),tensor(-0.8752),tensor(-0.5081),tensor(-4.3383),tensor(-1.9813),tensor(-4.4452),tensor(2.0119)
tensor(1.2483),tensor(0.0028),tensor(0.0368),tensor(-0.0762),tensor(0.6498),tensor(0.7879),tensor(-0.0178),tensor(-0.3885)
tensor(1.2473),tensor(0.0061),tensor(0.0172),tensor(-0.1615),tensor(0.2381),tensor(0.2900),tensor(-0.0212),tensor(0.0180)
tensor(1.2457),tensor(0.0072),tensor(0.0033),tensor(-0.2392),tensor(0.0427),tensor(0.0746),tensor(-0.0501),tensor(0.0428)
tensor(1.2434),tensor(0.0060),tensor(-0.0457),tensor(-0.3298),tensor(-0.3321),tensor(-0.0300),tensor(-0.7297),tensor(1.0261)
tensor(1.2406),tensor(9.3095e-05),tensor(-0.1266),tensor(-0.3822),tensor(-1.1334),tensor(-0.8474),tensor(-0.8920),tensor(-0.0413)
tensor(1.2373),tensor(-0.0097),tensor(-0.2371),tensor(-0.4337),tensor(-1.3173),tensor(-0.3093),tensor(-2.2062),tensor(-0.9868)
tensor(1.2336),tensor(-0.0184),tensor(-0.2812),tensor(-0.4924),tensor(-1.1344),tensor(0.2577),tensor(-2.7624),tensor(-2.1721)
tensor(1.2293),tensor(-0.0281),tensor(-0.2786),tensor(-0.5978),tensor(-1.2777),tensor(0.0899),tensor(-2.8162),tensor(-1.3253)
tensor(1.2243),tensor(-0.0377),tensor(-0.2688),tensor(-0.6125),tensor(-1.1122),tensor(0.0509),tensor(-2.2979),tensor(0.4017)
tensor(1.2198),tensor(-0.0490),tensor(-0.3520),tensor(-0.5067),tensor(-1.7143),tensor(-1.0308),tensor(-1.3324),tensor(0.5874)
tensor(1.2158),tensor(-0.0656),tensor(-0.4970),tensor(-0.5260),tensor(-2.4349),tensor(-1.2564),tensor(-2.3807),tensor(2.2235)
tensor(1.2114),tensor(-0.0867),tensor(-0.5795),tensor(-0.5645),tensor(-2.8257),tensor(-1.4105),tensor(-2.8892),tensor(3.1876)
tensor(1.2071),tensor(-0.1073),tensor(-0.6855),tensor(-0.5196),tensor(-2.3383),tensor(-0.2255),tensor(-3.7227),tensor(2.8394)
tensor(1.2028),tensor(-0.1276),tensor(-0.7716),tensor(-0.5673),tensor(-2.7270),tensor(-0.3745),tensor(-4.1934),tensor(3.3803)
tensor(1.1978),tensor(-0.1551),tensor(-0.9008),tensor(-0.6416),tensor(-4.1870),tensor(-1.5552),tensor(-5.1200),tensor(4.2780)
tensor(1.1929),tensor(-0.1896),tensor(-0.9203),tensor(-0.5982),tensor(-4.4133),tensor(-1.7198),tensor(-5.1950),tensor(3.6847)
tensor(1.1882),tensor(-0.2283),tensor(-1.0151),tensor(-0.5709),tensor(-5.2680),tensor(-2.8031),tensor(-4.7603),tensor(2.5218)
tensor(1.2475),tensor(0.0025),tensor(0.0239),tensor(-0.0772),tensor(-0.1277),tensor(-0.5087),tensor(0.6744),tensor(-0.4011)
tensor(1.2467),tensor(-0.0010),tensor(-0.0443),tensor(-0.1433),tensor(-0.7216),tensor(-0.9844),tensor(0.2861),tensor(-0.7158)
tensor(1.2453),tensor(-0.0058),tensor(-0.1019),tensor(-0.1942),tensor(-0.4870),tensor(-0.1774),tensor(-0.6192),tensor(-1.6223)
tensor(1.2433),tensor(-0.0103),tensor(-0.1123),tensor(-0.2974),tensor(-0.6441),tensor(-0.1993),tensor(-1.0053),tensor(-0.2900)
tensor(1.2406),tensor(-0.0102),tensor(0.0301),tensor(-0.3958),tensor(0.6884),tensor(0.9307),tensor(-0.2350),tensor(0.1737)
tensor(1.2371),tensor(-0.0016),tensor(0.1359),tensor(-0.4634),tensor(1.4439),tensor(1.1686),tensor(1.0391),tensor(-1.0852)
tensor(1.2331),tensor(0.0073),tensor(0.0042),tensor(-0.5333),tensor(0.5423),tensor(0.7832),tensor(-0.2115),tensor(-0.8245)
tensor(1.2285),tensor(0.0101),tensor(0.0115),tensor(-0.6335),tensor(0.2021),tensor(0.2496),tensor(-0.0408),tensor(0.2099)
tensor(1.2232),tensor(0.0062),tensor(-0.1580),tensor(-0.6746),tensor(-1.1852),tensor(-0.7929),tensor(-1.0533),tensor(-0.2987)
tensor(1.2183),tensor(-0.0045),tensor(-0.3434),tensor(-0.5442),tensor(-1.4650),tensor(-0.4998),tensor(-1.7640),tensor(0.3664)
tensor(1.2145),tensor(-0.0122),tensor(-0.2999),tensor(-0.4228),tensor(-0.3210),tensor(0.2813),tensor(-0.5861),tensor(-0.0818)
tensor(1.2118),tensor(-0.0174),tensor(-0.4491),tensor(-0.2525),tensor(-0.9765),tensor(-0.5899),tensor(-0.0592),tensor(-0.7782)
tensor(1.2097),tensor(-0.0197),tensor(-0.3209),tensor(-0.2745),tensor(0.3975),tensor(0.5474),tensor(0.5473),tensor(0.2857)
tensor(1.2077),tensor(-0.0211),tensor(-0.5042),tensor(-0.2349),tensor(-0.7468),tensor(-0.2962),tensor(-0.1949),tensor(0.7312)
tensor(1.2056),tensor(-0.0265),tensor(-0.4667),tensor(-0.2623),tensor(-0.6080),tensor(-0.3074),tensor(-0.0365),tensor(1.4981)
tensor(1.2039),tensor(-0.0316),tensor(-0.4850),tensor(-0.1767),tensor(-0.6852),tensor(-0.0237),tensor(-0.7474),tensor(1.6723)
tensor(1.2027),tensor(-0.0425),tensor(-0.5620),tensor(-0.1156),tensor(-2.0280),tensor(-1.2680),tensor(-1.3877),tensor(2.2750)
tensor(1.2021),tensor(-0.0545),tensor(-0.4287),tensor(-0.0293),tensor(-0.9848),tensor(-0.1445),tensor(-1.4044),tensor(2.6138)
tensor(1.2023),tensor(-0.0575),tensor(-0.2703),tensor(0.0735),tensor(0.2362),tensor(1.1324),tensor(-1.3853),tensor(3.1170)
tensor(1.2029),tensor(-0.0619),tensor(-0.4457),tensor(0.0722),tensor(-1.3336),tensor(-0.0791),tensor(-2.2587),tensor(2.0311)
tensor(1.2035),tensor(-0.0747),tensor(-0.4240),tensor(0.0690),tensor(-1.8667),tensor(-1.2466),tensor(-1.1629),tensor(0.6824)
tensor(1.2040),tensor(-0.0925),tensor(-0.4194),tensor(0.0437),tensor(-2.5657),tensor(-2.4977),tensor(-0.3204),tensor(-0.0986)
