,embedding,model
0,"[4.672769848513896, 11.56824180142143]",0
1,"[-9.329498042883154, -10.58790440005249]",0
2,"[-8.802493946179652, -11.181284653252535]",0
3,"[-3.0643026520847214, -6.461640062971068]",0
4,"[-3.8244797721246115, -4.99822001078211]",0
5,"[6.240261606906222, 11.873977297077904]",0
6,"[1.6198197035958422, 7.844395467041315]",0
7,"[-7.809757890959274, -3.670996287843841]",0
8,"[3.0888669258846675, 5.665888292159676]",0
9,"[-5.440045300902273, 5.141203288032115]",0
10,"[11.976227921522405, 5.848617825051956]",0
11,"[10.903310842687498, 6.016430677578167]",0
12,"[10.175749731368734, 5.010910441956203]",0
13,"[-3.3577089533934608, 0.2967488138717822]",0
14,"[8.305494823599643, 3.996012828634363]",0
15,"[10.647745579468872, 7.671192826894228]",0
16,"[2.089518214404468, -1.3810055990569623]",0
17,"[7.151028365071793, 12.5342295030755]",0
18,"[2.2358636975099264, -1.60830797668902]",0
19,"[7.501200729685201, 12.11525069848807]",0
20,"[0.8815457327311629, 1.3015759263376505]",0
21,"[10.556986882775867, 6.772453877117592]",0
22,"[4.857563203656222, 5.629329418544342]",0
23,"[11.173984597689078, 5.708934050174936]",0
24,"[1.432741003751913, 1.2998347867119864]",0
25,"[11.10564935824209, 5.170892329324593]",0
26,"[10.345094324391793, 2.6643642335278117]",0
27,"[9.919571915105161, 2.2578237162679677]",0
28,"[10.378663147629428, 2.8902850350017633]",0
29,"[9.707198236160378, 2.5115444846695]",0
30,"[9.824112225302805, 3.075832972518818]",0
31,"[9.43047000103553, 3.1292660445362084]",0
32,"[9.087583081322572, 3.0790822668709357]",0
33,"[8.726235142542755, 2.8993775817380496]",0
34,"[8.480607244034948, 3.0809551494815492]",0
35,"[-6.513255661033202, -7.728506221461036]",0
36,"[-6.686271715669335, -7.8460472289481435]",0
37,"[-5.519378936891755, -8.711106989720664]",0
38,"[7.859904683680411, -3.3331071139258563]",0
39,"[-9.228291768464663, 3.5637071642958027]",0
40,"[-10.078166883758806, 2.0718742678864164]",0
41,"[-9.182084447846151, -5.8011221182743]",0
42,"[8.100232133559294, -3.386168532854898]",0
43,"[5.79415500024219, 11.529299150666157]",0
44,"[-10.331344607008859, -3.816515335806053]",0
45,"[-12.401730518060685, 4.4655508256165115]",0
46,"[6.589628011664957, 8.703079680034143]",0
47,"[11.504384600140789, 4.392254917007885]",0
48,"[-6.423776495289552, 1.942216080601782]",0
49,"[-12.481757393907266, 4.610430368934786]",0
50,"[7.385640806021372, -4.248685434241328]",1
51,"[-2.1880968879719966, -12.709476819511954]",1
52,"[2.9852168028941564, -5.049950666520389]",1
53,"[2.3166945376197403, 11.459929210890685]",1
54,"[-5.074296056602866, -11.730385302839395]",1
55,"[0.9108713999432569, -11.197713096015042]",1
56,"[4.255355099123851, 10.986062741251082]",1
57,"[-4.023199027839386, -11.56278626682423]",1
58,"[1.0064730130022141, 8.40769181224185]",1
59,"[-5.313984851340119, -11.742874473898691]",1
60,"[1.0690352938235492, -10.531639969519324]",1
61,"[2.407123944646275, 8.338531028231037]",1
62,"[2.3600742364797553, 0.4786472664089702]",1
63,"[-3.839047664895711, -9.178736509095103]",1
64,"[4.181108510483085, 5.686679493421923]",1
65,"[-3.9482209864733795, -7.754590499588562]",1
66,"[-3.590097849262411, -8.672663379151855]",1
67,"[8.381765307787541, 1.2968590934818671]",1
68,"[3.5888864177464073, -3.9932813857542007]",1
69,"[0.2869978624750041, -11.36053271050282]",1
70,"[4.469028108627957, 1.2515471955231694]",1
71,"[0.34460493869025993, -11.131608322638234]",1
72,"[3.6291201393376213, -0.1594808747347004]",1
73,"[0.1528019468153519, -12.188699528988424]",1
74,"[3.538153035475386, 0.38064235971590704]",1
75,"[-0.2789439489560486, -11.897223885185298]",1
76,"[3.555185914094621, 0.9052177485149524]",1
77,"[-0.773745978015612, -12.10718050845863]",1
78,"[3.567583716824895, 1.5248667567727754]",1
79,"[-1.021684716589573, -11.57939320797234]",1
80,"[4.580399240405189, 3.3721381449676735]",1
81,"[-0.027677926678170584, -10.673418994873042]",1
82,"[2.9301920453212467, 7.8787013590721635]",1
83,"[-0.41613887121392396, -10.44015341098747]",1
84,"[0.8058458776207318, 9.164654921904264]",1
85,"[-2.426267750557516, -12.276405730876379]",1
86,"[1.2212248329114763, -11.858515225721451]",1
87,"[3.7672150466980034, 6.399233119606236]",1
88,"[3.7073656674266027, 7.760011142182337]",1
89,"[-4.6219914847445605, -8.465094924480441]",1
90,"[-2.2597272502964665, -9.461827021274782]",1
91,"[-0.5007449340679377, -8.10329796425691]",1
92,"[-0.6019759820454326, -7.8939577313503895]",1
93,"[0.034400021660120274, -7.032635674320257]",1
94,"[-0.48976918897804017, -12.508242562492526]",1
95,"[4.109908991928386, 0.19221180220338002]",1
96,"[-1.4061235357512207, -12.18407034472423]",1
97,"[4.119001328080028, 1.2313554238783808]",1
98,"[-0.7371402182304683, -11.264068366747088]",1
99,"[4.492232219544116, 4.639672448761966]",1
100,"[2.249139615211024, 7.27266296461017]",2
101,"[-7.364192262266655, -11.252086248916767]",2
102,"[-3.559034895348038, -6.680471588919529]",2
103,"[6.405853824677622, 9.16416646626231]",2
104,"[-5.002581082856886, -10.888975914619847]",2
105,"[-8.844143336227505, -11.125518401145706]",2
106,"[4.391652168656401, 10.68174343652712]",2
107,"[0.2924096514721737, 10.401518183216725]",2
108,"[-9.129281376011887, -12.039150852427461]",2
109,"[2.939000357958967, 3.1929260428271062]",2
110,"[6.4116844018710095, 9.199026262653183]",2
111,"[-4.848618768308535, -11.575824847221332]",2
112,"[-9.473636542784607, -12.066647325968454]",2
113,"[-2.909542919780465, -6.72539095481336]",2
114,"[1.612045000290573, 9.963630350486632]",2
115,"[7.62689515168278, -4.3245091634109265]",2
116,"[-9.446601190020724, -11.654876505520344]",2
117,"[5.354948285285097, 7.81433023486844]",2
118,"[5.520046576639054, 6.9636241084656545]",2
119,"[0.08553365885832742, 10.100638890116201]",2
120,"[-9.450946548393011, -11.538166455479645]",2
121,"[-6.411341415075608, -5.646018127492134]",2
122,"[-10.13628995749386, 0.4015230234252094]",2
123,"[6.658348521101671, 8.79574092117155]",2
124,"[-7.613429474113839, -7.800595482923666]",2
125,"[1.9916167441903172, 5.787759316534198]",2
126,"[3.181863466777994, 7.871376335655473]",2
127,"[12.704350594549231, 8.295937656518403]",2
128,"[3.1158450770071457, 4.422574604701186]",2
129,"[7.905557422301442, 12.02871172659299]",2
130,"[3.2595240998245085, -1.2614951107189356]",2
131,"[11.871751263141524, 8.534933851747258]",2
132,"[3.693003336713319, -1.6725003048098923]",2
133,"[11.776340006113147, 8.094193978715474]",2
134,"[3.7303024612432276, -2.221361282458058]",2
135,"[11.811538688478027, 6.682294082856373]",2
136,"[4.357480148834913, -1.5632915689625058]",2
137,"[11.640576110953647, 7.287489315996046]",2
138,"[4.2647731852676465, -1.2834724913992621]",2
139,"[11.809297374254793, 7.217949250224449]",2
140,"[4.639816538892812, -0.8379859923632133]",2
141,"[12.32424879862854, 6.886494942553144]",2
142,"[4.934316264721342, -0.3306517085651133]",2
143,"[12.634789897824572, 6.718779991971994]",2
144,"[5.234172929679208, 0.35403338154217195]",2
145,"[12.800813900136506, 7.102718179709712]",2
146,"[5.135184444780403, 0.704018711458002]",2
147,"[12.339626207078185, 7.551454519931917]",2
148,"[4.990310797327213, 0.4386089750012413]",2
149,"[12.702164354324404, 7.561024727757537]",2
150,"[-0.09515724148770646, -0.7570926727730515]",3
151,"[-8.305955515016901, -3.6441429805642875]",3
152,"[-8.192849287064153, -7.919101368948627]",3
153,"[-7.015879474607438, 5.152336358569102]",3
154,"[-10.088352028399935, -4.547526252599667]",3
155,"[10.98718831839568, 2.386580207561551]",3
156,"[-9.753243164461546, -4.70515961778746]",3
157,"[1.951975474829032, -2.5627712599930708]",3
158,"[-6.927890197174207, -1.6959049909156503]",3
159,"[0.74104426786297, -10.3816450093289]",3
160,"[2.4817938050668085, 5.960235712605099]",3
161,"[1.591207596349015, -2.985813248907244]",3
162,"[5.569490956405164, -6.9677522583821]",3
163,"[5.563642734263097, -7.286742699307146]",3
164,"[-10.134404666685162, 1.216265348800663]",3
165,"[3.311620997147312, 8.579262567092993]",3
166,"[4.719143935278228, 11.217966392069403]",3
167,"[6.554470035749108, 13.168030623923944]",3
168,"[-8.750304413498903, 2.881923250401678]",3
169,"[-9.174090496749585, 1.1689512901462076]",3
170,"[-5.556436695979954, 5.020261327427107]",3
171,"[-7.663548552877792, 0.8505696721507936]",3
172,"[0.9623484240533144, -9.567506083043359]",3
173,"[2.7660663600980975, 6.652095046870696]",3
174,"[-2.5262866719190207, 0.9515027990793272]",3
175,"[-3.1783806070374387, 0.9913532735884827]",3
176,"[6.559437505546828, 12.920440767929357]",3
177,"[5.249496037777982, 5.5069952688116235]",3
178,"[-6.179139388969722, 3.7364313882511215]",3
179,"[-7.647286035688523, 2.1468034893500447]",3
180,"[2.173553910657873, -6.226830137828129]",3
181,"[-8.52813892512692, 3.7637735467464286]",3
182,"[0.796730597811907, -11.617996331851502]",3
183,"[1.435161780911181, 10.40291025958616]",3
184,"[1.0666762180251663, 0.2856962638816914]",3
185,"[-8.11975921613156, -2.5995184572491223]",3
186,"[-8.744144471511348, -4.603823566657887]",3
187,"[-7.295317796468444, -12.01133466647632]",3
188,"[3.2168682056175353, 4.648266661685341]",3
189,"[-4.554545235032183, 2.3285149422499116]",3
190,"[-8.660892151704523, -6.634459327732851]",3
191,"[9.743786298439801, 4.085614420020865]",3
192,"[-9.049720624882474, -4.188255044621544]",3
193,"[0.6753588754578626, -12.305269742728127]",3
194,"[2.1075632496470034, 7.7988707968747555]",3
195,"[-4.782397290564208, 3.060337751610943]",3
196,"[-10.703886325590943, -3.5925271662912945]",3
197,"[-2.5942497464863075, -8.209472641283998]",3
198,"[2.20428589317002, 7.0827975339246905]",3
199,"[-4.882526668610905, 2.592329741364535]",3
200,"[-7.23604002819182, 0.9127549144177027]",4
201,"[-11.304997360519906, 6.123025795002113]",4
202,"[-9.961129914155128, 4.776567068927873]",4
203,"[-9.189155433675946, 4.5254687950649854]",4
204,"[-10.138616115602549, 4.437597360410217]",4
205,"[-9.865046346366277, 3.8179037535639093]",4
206,"[-6.258137774535707, -7.382810125783227]",4
207,"[3.0539936288828944, -3.0988468371095403]",4
208,"[3.014788161409623, -2.251588845484726]",4
209,"[-2.387591067209367, -0.6352951171292351]",4
210,"[-2.2247040670182545, -3.310847510279684]",4
211,"[-2.1111575246528718, -3.51024857946993]",4
212,"[-1.317443579012051, -1.9867347813157143]",4
213,"[0.4160127559033294, -0.9374080579852059]",4
214,"[-3.256534890802497, 0.03131669037229764]",4
215,"[5.920772230741519, -3.575673337740903]",4
216,"[-7.085779548160845, 0.3400789223370798]",4
217,"[5.989545561399369, -3.7198501514567828]",4
218,"[-6.865898476109479, 0.2717749143938271]",4
219,"[6.158081044465237, -3.726575175218109]",4
220,"[1.56155062710179, -1.8675604595368984]",4
221,"[1.5167280061989281, -1.635543637207388]",4
222,"[-6.439869660481132, -0.7890544952322919]",4
223,"[-0.9032737826988162, -0.49182799323833665]",4
224,"[-7.249675873726525, -0.5064839096727715]",4
225,"[-8.041744515192152, 0.3248923548609429]",4
226,"[-8.14850511020285, 0.5141451908296489]",4
227,"[-1.0970006545827593, 1.3383900919380787]",4
228,"[-8.351506382675321, 1.2931827423068234]",4
229,"[-0.9203421445990928, 2.585596126943704]",4
230,"[-8.502304143601098, 1.7922522169186745]",4
231,"[-0.966387294357507, 2.8361110786165904]",4
232,"[-8.902453368149699, 2.1886927551144715]",4
233,"[-1.0392471339631566, 2.930648853514661]",4
234,"[-9.728733309760853, 2.3990466701562605]",4
235,"[-10.818123336329084, 4.008893585119383]",4
236,"[-11.66890905118914, 4.024973524588316]",4
237,"[5.600061945208006, -7.421544508844621]",4
238,"[-9.573113123023722, 7.082290498117926]",4
239,"[-9.524369530773914, 2.3315388290019663]",4
240,"[-10.696403042028793, 6.87981486147962]",4
241,"[2.9739125766143495, -3.691021529782531]",4
242,"[-11.554004373932125, 6.775417913075252]",4
243,"[2.4862961482437105, -5.471006946909524]",4
244,"[-11.986555036522049, 6.67728017705976]",4
245,"[2.5172921089097695, -5.031019643320813]",4
246,"[-11.735216494297502, 6.7048884505909285]",4
247,"[2.601299726023804, -4.192089631261487]",4
248,"[-11.608459087474822, 6.739847622853405]",4
249,"[2.806329185153702, -4.197919599857575]",4
